Gene Symbol	Gene Product Name	GenBank Accession	Strain Name	Collection Date	Host	Country
NB	Glycoprotein NB	KX007578	B/Alaska/49/2015	8/24/2015	Human	USA
NA	Neuraminidase	KX007578	B/Alaska/49/2015	8/24/2015	Human	USA
M1	Matrix protein 1	KU592694	B/Alaska/52/2015	9/17/2015	Human	USA
BM2	BM2 protein	KU592694	B/Alaska/52/2015	9/17/2015	Human	USA
PA	Polymerase acidic protein	KU592690	B/Alaska/52/2015	9/17/2015	Human	USA
NA	Neuraminidase	KU592693	B/Alaska/52/2015	9/17/2015	Human	USA
HA	Hemagglutinin	CY209883	B/Alaska/5398/2016	3/21/2016	Human	USA
HA	Hemagglutinin	KP460368	B/Alaska/61839/2009	1/21/2009	Human	USA
-N/A-	NB protein	EU515919	B/Arizona/01/2007	3/6/2007	Human	USA
-N/A-	Neuraminidase	EU515919	B/Arizona/01/2007	3/6/2007	Human	USA
-N/A-	Hemagglutinin	EU515907	B/Arizona/01/2007	3/6/2007	Human	USA
NS1	Non-structural protein 1	JN992780	B/Arizona/01/2010	6/5/2010	Human	USA
NA	Neuraminidase	JN992781	B/Arizona/01/2010	6/5/2010	Human	USA
NA	Neuraminidase	KC813814	B/Arizona/01/2011	1/25/2011	Human	USA
NB	NB protein	KC813814	B/Arizona/01/2011	1/25/2011	Human	USA
NS1	Non-structural protein 1	KC892000	B/Arizona/01/2012	1/21/2012	Human	USA
HA	Hemagglutinin	KC892020	B/Arizona/01/2012	1/21/2012	Human	USA
NB	NB protein	KC892021	B/Arizona/01/2012	1/21/2012	Human	USA
NA	Neuraminidase	KC892021	B/Arizona/01/2012	1/21/2012	Human	USA
NB	NB protein	KF217013	B/Arizona/01/2013	1/14/2013	Human	USA
NS1	Non-structural protein 1	KF217012	B/Arizona/01/2013	1/14/2013	Human	USA
PA	Polymerase PA	KT866888	B/Arizona/01/2015	4/15/2015	Human	USA
NA	Neuraminidase	KT866671	B/Arizona/01/2015	4/15/2015	Human	USA
NP	Nucleoprotein	KT867008	B/Arizona/01/2015	4/15/2015	Human	USA
NA	Neuraminidase	KX006525	B/Arizona/01/2016	1/4/2016	Human	USA
NB	Glycoprotein NB	KX006525	B/Arizona/01/2016	1/4/2016	Human	USA
PB2	Polymerase basic protein 2	KX006521	B/Arizona/01/2016	1/4/2016	Human	USA
NA	neuraminidase	CY221280	B/Arizona/01/2017	1/24/2017	Human	USA
BM2	BM2 protein	CY221281	B/Arizona/01/2017	1/24/2017	Human	USA
NS1	Non-structural protein 1	JN992786	B/Arizona/02/2010	10/15/2010	Human	USA
NB	NB protein	JN992787	B/Arizona/02/2010	10/15/2010	Human	USA
NA	Neuraminidase	KC814117	B/Arizona/02/2011	8/22/2011	Human	USA
HA	Hemagglutinin	KC814118	B/Arizona/02/2011	8/22/2011	Human	USA
PA	polymerase PA	CY221285	B/Arizona/02/2017	1/26/2017	Human	USA
NA	neuraminidase	CY221288	B/Arizona/02/2017	1/26/2017	Human	USA
PB2	polymerase PB2	CY221284	B/Arizona/02/2017	1/26/2017	Human	USA
BM2	BM2 protein	CY221289	B/Arizona/02/2017	1/26/2017	Human	USA
HA	Hemagglutinin	KJ136128	B/Arizona/03/2013	1/23/2013	Human	USA
NS1	Non-structural protein 1	KT283541	B/Arizona/03/2014	5/28/2014	Human	USA
NS1	Non-structural protein 1	KX007035	B/Arizona/03/2016	1/15/2016	Human	USA
PB2	Polymerase basic protein 2	KX007183	B/Arizona/03/2016	1/15/2016	Human	USA
PA	polymerase PA	CY221525	B/Arizona/03/2017	6/1/2016	Human	USA
NEP	nuclear export protein	CY221530	B/Arizona/03/2017	2/1/2017	Human	USA
NB	NB protein	CY221528	B/Arizona/03/2017	2/1/2017	Human	USA
NA	neuraminidase	CY221528	B/Arizona/03/2017	2/1/2017	Human	USA
M1	matrix protein 1	CY221529	B/Arizona/03/2017	2/1/2017	Human	USA
HA	Hemagglutinin	JN992899	B/Arizona/04/2010	11/30/2010	Human	USA
NB	NB protein	JN992901	B/Arizona/04/2010	11/30/2010	Human	USA
NA	Neuraminidase	JN992901	B/Arizona/04/2010	11/30/2010	Human	USA
NA	Neuraminidase	KT853151	B/Arizona/04/2014	10/9/2014	Human	USA
PB1	Polymerase PB1	KT866470	B/Arizona/04/2015	5/11/2015	Human	USA
NB	NB protein	KT866227	B/Arizona/04/2015	5/11/2015	Human	USA
NA	Neuraminidase	KT866227	B/Arizona/04/2015	5/11/2015	Human	USA
NP	Nucleoprotein	KT866226	B/Arizona/04/2015	5/11/2015	Human	USA
NS1	Nonstructural protein 1	KT866229	B/Arizona/04/2015	5/11/2015	Human	USA
PB2	Polymerase basic protein 2	KX613869	B/Arizona/04/2016	1/15/2016	Human	USA
NS1	Non-structural protein 1	KX613875	B/Arizona/04/2016	1/15/2016	Human	USA
PB1	polymerase PB1	CY221515	B/Arizona/04/2017	2/2/2017	Human	USA
HA	Hemagglutinin	JN992902	B/Arizona/05/2010	12/20/2010	Human	USA
NB	Glycoprotein NB	KJ136171	B/Arizona/06/2013	5/30/2013	Human	USA
NA	Neuraminidase	KJ136171	B/Arizona/06/2013	5/30/2013	Human	USA
HA	Hemagglutinin	KJ136170	B/Arizona/06/2013	5/30/2013	Human	USA
NS1	Non-structural protein 1	KJ136172	B/Arizona/06/2013	5/30/2013	Human	USA
HA	Hemagglutinin	KX003105	B/Arizona/06/2015	5/13/2015	Human	USA
NP	Nucleoprotein	KX003121	B/Arizona/06/2015	5/13/2015	Human	USA
NA	Neuraminidase	KX003111	B/Arizona/06/2015	5/13/2015	Human	USA
NB	Glycoprotein NB	KX003111	B/Arizona/06/2015	5/13/2015	Human	USA
NS1	Non-structural protein 1	KX003117	B/Arizona/06/2015	5/13/2015	Human	USA
NA	Neuraminidase	KX613889	B/Arizona/06/2016	1/27/2016	Human	USA
NP	Nucleoprotein	KX613888	B/Arizona/06/2016	1/27/2016	Human	USA
PB2	polymerase PB2	CY223643	B/Arizona/06/2017	2/14/2017	Human	USA
NB	NB protein	CY223647	B/Arizona/06/2017	2/14/2017	Human	USA
NA	neuraminidase	CY223647	B/Arizona/06/2017	2/14/2017	Human	USA
PA	polymerase PA	CY223644	B/Arizona/06/2017	2/14/2017	Human	USA
NS1	nonstructural protein 1	CY223649	B/Arizona/06/2017	2/14/2017	Human	USA
HA	hemagglutinin	CY223645	B/Arizona/06/2017	2/14/2017	Human	USA
PB1	polymerase PB1	CY223642	B/Arizona/06/2017	2/14/2017	Human	USA
NA	neuraminidase	CY223655	B/Arizona/07/2017	2/16/2017	Human	USA
NP	nucleoprotein	CY223654	B/Arizona/07/2017	2/16/2017	Human	USA
HA	hemagglutinin	CY223653	B/Arizona/07/2017	2/16/2017	Human	USA
NS1	Non-structural protein 1	KJ532197	B/Arizona/08/2013	9/27/2013	Human	USA
NA	Neuraminidase	KJ532198	B/Arizona/08/2013	9/27/2013	Human	USA
NB	Glycoprotein NB	KJ532198	B/Arizona/08/2013	9/27/2013	Human	USA
PB1	Polymerase PB1	KT866959	B/Arizona/08/2015	6/19/2015	Human	USA
HA	Hemagglutinin	CY229589	B/Arizona/09/2017	2/26/2017	Human	USA
NA	Neuraminidase	CY229591	B/Arizona/09/2017	2/26/2017	Human	USA
PB1	Polymerase PB1	CY229586	B/Arizona/09/2017	2/26/2017	Human	USA
-N/A-	Hemagglutinin	CY015320	B/Arizona/1/2005	1/5/2005	Human	USA
HA	Hemagglutinin	CY230395	B/Arizona/10/2015	11/2/2015	Human	USA
NS1	Non-structural protein 1	CY224826	B/Arizona/10/2015	11/2/2015	Human	USA
PA	Polymerase acidic protein	KU592562	B/Arizona/10/2015	11/2/2015	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY224819	B/Arizona/10/2015	11/2/2015	Human	USA
PB2	Polymerase basic protein 2	CY224820	B/Arizona/10/2015	11/2/2015	Human	USA
HA	hemagglutinin	CY224822	B/Arizona/10/2015	11/2/2015	Human	USA
NB	Glycoprotein NB	CY224824	B/Arizona/10/2015	11/2/2015	Human	USA
NA	Neuraminidase	CY224824	B/Arizona/10/2015	11/2/2015	Human	USA
PA	Polymerase acidic protein	KX919615	B/Arizona/10/2016	1/25/2016	Human	USA
NB	Glycoprotein NB	KX919618	B/Arizona/10/2016	1/25/2016	Human	USA
PB2	Polymerase basic protein 2	KX919614	B/Arizona/10/2016	1/25/2016	Human	USA
NS1	Nonstructural protein 1	CY229585	B/Arizona/10/2017	2/27/2017	Human	USA
HA	Hemagglutinin	KP460214	B/Arizona/10159007/2010	5/6/2010	Human	USA
-N/A-	Hemagglutinin	CY015249	B/Arizona/12/2003	4/15/2003	Human	USA
NB	Glycoprotein NB	KX006654	B/Arizona/12/2015	12/21/2015	Human	USA
NA	Neuraminidase	KX006654	B/Arizona/12/2015	12/21/2015	Human	USA
NA	Neuraminidase	KY042613	B/Arizona/12/2016	2/6/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KY042608	B/Arizona/12/2016	2/6/2016	Human	USA
HA	Hemagglutinin	KY042611	B/Arizona/12/2016	2/6/2016	Human	USA
PB2	polymerase PB2	CY231422	B/Arizona/12/2017	3/27/2017	Human	USA
NS1	nonstructural protein 1	CY231428	B/Arizona/12/2017	3/27/2017	Human	USA
-N/A-	Hemagglutinin	CY015250	B/Arizona/13/2003	4/16/2003	Human	USA
NS1	Non-structural protein 1	KX007191	B/Arizona/13/2015	12/28/2015	Human	USA
NS2	Nuclear export protein	KX007191	B/Arizona/13/2015	12/28/2015	Human	USA
NP	Nucleoprotein	KX007188	B/Arizona/13/2015	12/28/2015	Human	USA
NA	Neuraminidase	KX007189	B/Arizona/13/2015	12/28/2015	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KX615283	B/Arizona/13/2016	2/15/2016	Human	USA
NS1	Non-structural protein 1	KX615290	B/Arizona/13/2016	2/15/2016	Human	USA
NB	NB protein	DQ343823	B/Arizona/135/2005	2005	Human	USA
NA	Neuraminidase	DQ343823	B/Arizona/135/2005	2005	Human	USA
HA1	Hemagglutinin	DQ343768	B/Arizona/135/2005	2005	Human	USA
-N/A-	Hemagglutinin	CY015221	B/Arizona/14/2001	4/14/2001	Human	USA
HA1	Hemagglutinin	DQ343767	B/Arizona/140/2005	2005	Human	USA
HA	Hemagglutinin	KP459576	B/Arizona/140/2005	2005	Human	USA
NB	NB protein	DQ343822	B/Arizona/140/2005	2005	Human	USA
NA	Neuraminidase	DQ343822	B/Arizona/140/2005	2005	Human	USA
NB	NB protein	DQ343821	B/Arizona/146/2005	2005	Human	USA
HA	Hemagglutinin	KP460212	B/Arizona/146/2005	2005	Human	USA
NA	Neuraminidase	DQ343821	B/Arizona/146/2005	2005	Human	USA
-N/A-	Hemagglutinin	DQ265729	B/Arizona/146/2005	2005	Human	USA
NA	Neuraminidase	DQ343820	B/Arizona/148/2005	2005	Human	USA
-N/A-	Hemagglutinin	DQ265725	B/Arizona/148/2005	2005	Human	USA
HA	Hemagglutinin	KP460956	B/Arizona/148/2005	2005	Human	USA
-N/A-	Hemagglutinin	CY015359	B/Arizona/15/2005	4/13/2005	Human	USA
NP	Nucleoprotein	KX007204	B/Arizona/15/2015	11/28/2015	Human	USA
PB2	Polymerase basic protein 2	KX007201	B/Arizona/15/2015	11/28/2015	Human	USA
NA	Neuraminidase	KX615296	B/Arizona/15/2016	2/15/2016	Human	USA
NS1	Non-structural protein 1	KX615298	B/Arizona/15/2016	2/15/2016	Human	USA
PB2	Polymerase basic protein 2	KX615292	B/Arizona/15/2016	2/15/2016	Human	USA
-N/A-	Hemagglutinin	CY015337	B/Arizona/16/2005	1/20/2005	Human	USA
NA	Neuraminidase	CY236951	B/Arizona/16/2017	4/13/2017	Human	USA
PA	Polymerase acidic protein	CY236948	B/Arizona/16/2017	4/13/2017	Human	USA
HA	Hemagglutinin	KP461573	B/Arizona/162/2005	2005	Human	USA
HA1	Hemagglutinin	DQ343766	B/Arizona/162/2005	2005	Human	USA
NA	Neuraminidase	DQ343819	B/Arizona/162/2005	2005	Human	USA
NB	NB protein	DQ343819	B/Arizona/162/2005	2005	Human	USA
NA	Neuraminidase	DQ343818	B/Arizona/163/2005	2005	Human	USA
HA1	Hemagglutinin	DQ343765	B/Arizona/163/2005	2005	Human	USA
NP	Nucleoprotein	KX007371	B/Arizona/17/2015	12/18/2015	Human	USA
PA	Polymerase acidic protein	KX007369	B/Arizona/17/2015	12/18/2015	Human	USA
NS1	Non-structural protein 1	KX007003	B/Arizona/17/2015	12/18/2015	Human	USA
NA	Neuraminidase	KX616480	B/Arizona/17/2016	2/17/2016	Human	USA
NS2	Nuclear export protein	KX616482	B/Arizona/17/2016	2/17/2016	Human	USA
NS1	Non-structural protein 1	KX616482	B/Arizona/17/2016	2/17/2016	Human	USA
PA	Polymerase acidic protein	KX616477	B/Arizona/17/2016	2/17/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY236954	B/Arizona/17/2017	4/15/2017	Human	USA
BM2	BM2 protein	CY236968	B/Arizona/17/2017	4/15/2017	Human	USA
NB	Glycoprotein NB	KX007009	B/Arizona/18/2015	12/23/2015	Human	USA
PB2	Polymerase basic protein 2	KX616484	B/Arizona/18/2016	2/12/2016	Human	USA
NS1	Non-structural protein 1	KX616490	B/Arizona/18/2016	2/12/2016	Human	USA
PA	Polymerase acidic protein	KX616485	B/Arizona/18/2016	2/12/2016	Human	USA
NA	Neuraminidase	CY237204	B/Arizona/19/2017	4/24/2017	Human	USA
-N/A-	Hemagglutinin	CY015322	B/Arizona/2/2005	1/18/2005	Human	USA
NS1	Non-structural protein 1	KX007401	B/Arizona/20/2015	12/25/2015	Human	USA
NA	Neuraminidase	CY237212	B/Arizona/20/2017	4/24/2017	Human	USA
NB	Glycoprotein NB	CY237212	B/Arizona/20/2017	4/24/2017	Human	USA
NS1	Non-structural protein 1	CY237222	B/Arizona/21/2017	4/25/2017	Human	USA
NA	Neuraminidase	CY237220	B/Arizona/21/2017	4/25/2017	Human	USA
NP	Nucleoprotein	CY237219	B/Arizona/21/2017	4/25/2017	Human	USA
PB2	Polymerase basic protein 2	KX006981	B/Arizona/22/2015	11/28/2015	Human	USA
NS1	Non-structural protein 1	CY237230	B/Arizona/22/2017	4/28/2017	Human	USA
NP	Nucleoprotein	CY239067	B/Arizona/23/2017	4/29/2017	Human	USA
NA	Neuraminidase	CY239076	B/Arizona/24/2017	4/30/2017	Human	USA
NEP	Nuclear export protein	CY239078	B/Arizona/24/2017	4/30/2017	Human	USA
NA	Neuraminidase	KX921834	B/Arizona/25/2016	4/19/2016	Human	USA
NB	Glycoprotein NB	KX921834	B/Arizona/25/2016	4/19/2016	Human	USA
PA	Polymerase acidic protein	CY239081	B/Arizona/25/2017	4/30/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY239079	B/Arizona/25/2017	4/30/2017	Human	USA
BM2	BM2 protein	CY239085	B/Arizona/25/2017	4/30/2017	Human	USA
NA	Neuraminidase	CY239084	B/Arizona/25/2017	4/30/2017	Human	USA
NB	Glycoprotein NB	CY239100	B/Arizona/28/2017	5/17/2017	Human	USA
NA	Neuraminidase	CY239100	B/Arizona/28/2017	5/17/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY239095	B/Arizona/28/2017	5/17/2017	Human	USA
BM2	BM2 protein	KX920483	B/Arizona/29/2016	4/30/2016	Human	USA
-N/A-	Hemagglutinin	CY015423	B/Arizona/3/2006	4/30/2006	Human	USA
NS1	Non-structural protein 1	KX920492	B/Arizona/30/2016	5/4/2016	Human	USA
BM2	BM2 protein	KX920491	B/Arizona/30/2016	5/4/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KX920493	B/Arizona/31/2016	5/4/2016	Human	USA
HA	Hemagglutinin	CY239136	B/Arizona/31/2017	6/7/2017	Human	USA
PA	Polymerase acidic protein	KX920471	B/Arizona/32/2016	5/6/2016	Human	USA
NB	Glycoprotein NB	KX920506	B/Arizona/33/2016	6/20/2016	Human	USA
NS1	Non-structural protein 1	KX920508	B/Arizona/33/2016	6/20/2016	Human	USA
HA	Hemagglutinin	KX920504	B/Arizona/33/2016	6/20/2016	Human	USA
PA	Polymerase acidic protein	CY240240	B/Arizona/33/2017	6/19/2017	Human	USA
NA	Neuraminidase	CY240243	B/Arizona/33/2017	6/19/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY240246	B/Arizona/34/2017	6/21/2017	Human	USA
NA	Neuraminidase	CY209727	B/Arizona/35/2016	9/30/2016	Human	USA
PA	Polymerase acidic protein	CY209724	B/Arizona/35/2016	9/30/2016	Human	USA
NEP	Nuclear export protein	CY209729	B/Arizona/35/2016	9/30/2016	Human	USA
NS1	Non-structural protein 1	CY209729	B/Arizona/35/2016	9/30/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY209722	B/Arizona/35/2016	9/30/2016	Human	USA
NA	Neuraminidase	CY242000	B/Arizona/35/2017	7/6/2017	Human	USA
BM2	BM2 protein	CY242001	B/Arizona/35/2017	7/6/2017	Human	USA
HA	Hemagglutinin	CY241998	B/Arizona/35/2017	7/6/2017	Human	USA
NA	Neuraminidase	CY209719	B/Arizona/36/2016	10/4/2016	Human	USA
NB	Glycoprotein NB	CY209719	B/Arizona/36/2016	10/4/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY209714	B/Arizona/36/2016	10/4/2016	Human	USA
PA	Polymerase acidic protein	CY209716	B/Arizona/36/2016	10/4/2016	Human	USA
NS1	nonstructural protein 1	CY217141	B/Arizona/37/2016	12/13/2016	Human	USA
PB1	polymerase PB1	CY217134	B/Arizona/37/2016	12/13/2016	Human	USA
PA	polymerase PA	CY217136	B/Arizona/37/2016	12/13/2016	Human	USA
NS1	nonstructural protein 1	CY218657	B/Arizona/38/2016	12/3/2016	Human	USA
NS2	nuclear export protein	CY218657	B/Arizona/38/2016	12/3/2016	Human	USA
HA	hemagglutinin	CY218653	B/Arizona/38/2016	12/3/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY248856	B/Arizona/38/2017	6/1/2017	Human	USA
-N/A-	Hemagglutinin	CY015238	B/Arizona/4/2002	2/22/2002	Human	USA
-N/A-	Hemagglutinin	CY015179	B/Arizona/4/2006	5/9/2006	Human	USA
BM2	BM2 protein	CY248822	B/Arizona/40/2017	6/2/2017	Human	USA
NB	Glycoprotein NB	CY248829	B/Arizona/41/2017	6/2/2017	Human	USA
NA	Neuraminidase	CY248829	B/Arizona/41/2017	6/2/2017	Human	USA
BM2	BM2 protein	CY248830	B/Arizona/41/2017	6/2/2017	Human	USA
PB2	Polymerase basic protein 2	CY248841	B/Arizona/44/2017	6/3/2017	Human	USA
PA	Polymerase acidic protein	CY248850	B/Arizona/45/2017	6/6/2017	Human	USA
PB2	Polymerase basic protein 2	CY248849	B/Arizona/45/2017	6/6/2017	Human	USA
NS1	Non-structural protein 1	CY249623	B/Arizona/48/2017	3/4/2017	Human	USA
NA	Neuraminidase	CY249621	B/Arizona/48/2017	3/4/2017	Human	USA
PB2	Polymerase basic protein 2	CY249617	B/Arizona/48/2017	3/4/2017	Human	USA
NB	Glycoprotein NB	CY249629	B/Arizona/49/2017	3/6/2017	Human	USA
NA	Neuraminidase	CY249629	B/Arizona/49/2017	3/6/2017	Human	USA
HA	Hemagglutinin	CY208185	B/Arizona/4952/2016	1/29/2016	Human	USA
NA	Neuraminidase	CY209940	B/Arizona/4952/2016	1/29/2016	Human	USA
NB	Glycoprotein NB	CY209940	B/Arizona/4952/2016	1/29/2016	Human	USA
HA	Hemagglutinin	KP461423	B/Arizona/5/2000	4/9/2000	Human	USA
NA	Neuraminidase	CY209959	B/Arizona/5034/2016	2/16/2016	Human	USA
NB	Glycoprotein NB	CY209959	B/Arizona/5034/2016	2/16/2016	Human	USA
HA	Hemagglutinin	CY208267	B/Arizona/5034/2016	2/16/2016	Human	USA
M1	Matrix protein 1	CY249646	B/Arizona/51/2017	3/12/2017	Human	USA
BM2	BM2 protein	CY249662	B/Arizona/53/2017	3/17/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY249656	B/Arizona/53/2017	3/17/2017	Human	USA
NA	Neuraminidase	CY249661	B/Arizona/53/2017	3/17/2017	Human	USA
BM2	BM2 protein	CY249678	B/Arizona/55/2017	3/22/2017	Human	USA
HA	Hemagglutinin	CY210135	B/Arizona/5564/2016	3/31/2016	Human	USA
NA	Neuraminidase	CY249685	B/Arizona/56/2017	3/28/2017	Human	USA
NP	Nucleoprotein	CY249684	B/Arizona/56/2017	3/28/2017	Human	USA
HA	Hemagglutinin	CY249683	B/Arizona/56/2017	3/28/2017	Human	USA
PA	Polymerase acidic protein	CY249570	B/Arizona/58/2017	4/10/2017	Human	USA
PB2	Polymerase basic protein 2	CY249593	B/Arizona/59/2017	4/10/2017	Human	USA
PB2	Polymerase basic protein 2	CY249585	B/Arizona/61/2017	4/15/2017	Human	USA
HA	Hemagglutinin	CY249587	B/Arizona/61/2017	4/15/2017	Human	USA
M1	Matrix protein 1	CY249606	B/Arizona/64/2017	4/24/2017	Human	USA
NS1	Non-structural protein 1	CY249607	B/Arizona/64/2017	4/24/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY249600	B/Arizona/64/2017	4/24/2017	Human	USA
NS2	Nuclear export protein	CY249496	B/Arizona/68/2017	5/1/2017	Human	USA
NA	Neuraminidase	CY249494	B/Arizona/68/2017	5/1/2017	Human	USA
M1	Matrix protein 1	CY249495	B/Arizona/68/2017	5/1/2017	Human	USA
NB	Glycoprotein NB	CY249494	B/Arizona/68/2017	5/1/2017	Human	USA
NS1	Non-structural protein 1	CY249504	B/Arizona/69/2017	5/4/2017	Human	USA
-N/A-	Hemagglutinin	CY015189	B/Arizona/7/2000	6/9/2000	Human	USA
PB2	Polymerase basic protein 2	CY249506	B/Arizona/70/2017	5/8/2017	Human	USA
NS1	Non-structural protein 1	CY249512	B/Arizona/70/2017	5/8/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY249505	B/Arizona/70/2017	5/8/2017	Human	USA
NP	Nucleoprotein	CY249517	B/Arizona/71/2017	5/8/2017	Human	USA
PA	Polymerase acidic protein	CY249515	B/Arizona/71/2017	5/8/2017	Human	USA
BM2	BM2 protein	CY249519	B/Arizona/71/2017	5/8/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	CY249528	B/Arizona/73/2017	5/9/2017	Human	USA
NP	Nucleoprotein	CY249540	B/Arizona/74/2017	5/11/2017	Human	USA
HA	Hemagglutinin	CY249539	B/Arizona/74/2017	5/11/2017	Human	USA
NA	Neuraminidase	CY249541	B/Arizona/74/2017	5/11/2017	Human	USA
NP	Nucleoprotein	CY249548	B/Arizona/75/2017	5/13/2017	Human	USA
NA	Neuraminidase	CY249557	B/Arizona/77/2017	5/14/2017	Human	USA
BM2	BM2 protein	CY256584	B/Arizona/78/2017	9/11/2017	Human	USA
PA	Polymerase acidic protein	CY256580	B/Arizona/78/2017	9/11/2017	Human	USA
PA	Polymerase acidic protein	CY262351	B/Arizona/81/2017	10/16/2017	Human	USA
NA	Neuraminidase	CY262354	B/Arizona/81/2017	10/16/2017	Human	USA
PA	Polymerase acidic protein	CY262359	B/Arizona/82/2017	10/27/2017	Human	USA
NB	Glycoprotein NB	CY262362	B/Arizona/82/2017	10/27/2017	Human	USA
NP	Nucleoprotein	CY262361	B/Arizona/82/2017	10/27/2017	Human	USA
NA	Neuraminidase	CY262586	B/Arizona/83/2017	11/3/2017	Human	USA
PA	Polymerase acidic protein	CY263778	B/Arizona/86/2017	11/23/2017	Human	USA
NS1	Non-structural protein 1	CY263791	B/Arizona/87/2017	11/30/2017	Human	USA
PA	Polymerase acidic protein	CY263786	B/Arizona/87/2017	11/30/2017	Human	USA
HA	Hemagglutinin	CY084361	B/Arizona/AF2743/2010	12/20/2010	Human	USA
HA	Hemagglutinin	KP460392	B/Arizona/PV10343008/2010	12/9/2010	Human	USA
NB	NB protein	EU779540	B/Arkansas/01/2007	2007	Human	USA
NA	Neuraminidase	EU779540	B/Arkansas/01/2007	2007	Human	USA
-N/A-	Neuraminidase	EU566960	B/Arkansas/01/2007	2007	Human	USA
-N/A-	Hemagglutinin	EU566965	B/Arkansas/01/2007	2007	Human	USA
-N/A-	Hemagglutinin	FJ480161	B/Arkansas/01/2007	2007	Human	USA
NS1	Non-structural protein 1	KJ532154	B/Arkansas/01/2013	12/29/2013	Human	USA
NA	Neuraminidase	KJ532162	B/Arkansas/01/2013	12/29/2013	Human	USA
NA	Neuraminidase	KX614225	B/Arkansas/01/2016	1/27/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KX614220	B/Arkansas/01/2016	1/27/2016	Human	USA
NS1	Non-structural protein 1	KC813577	B/Arkansas/02/2011	1/20/2011	Human	USA
NA	Neuraminidase	KC813575	B/Arkansas/02/2011	1/20/2011	Human	USA
HA	Hemagglutinin	KX613983	B/Arkansas/02/2016	2/3/2016	Human	USA
NA	neuraminidase	CY222343	B/Arkansas/02/2017	2/8/2017	Human	USA
NS1	Non-structural protein 1	KC813723	B/Arkansas/03/2011	2/28/2011	Human	USA
NA	Neuraminidase	KC813724	B/Arkansas/03/2011	2/28/2011	Human	USA
NA	Neuraminidase	KF216670	B/Arkansas/03/2012	12/26/2012	Human	USA
NS1	Non-structural protein 1	KF216653	B/Arkansas/03/2012	12/26/2012	Human	USA
PB2	Polymerase basic protein 2	KX612917	B/Arkansas/03/2016	2/17/2016	Human	USA
NS1	Non-structural protein 1	KX002852	B/Arkansas/04/2015	1/25/2015	Human	USA
NA	Neuraminidase	KX002620	B/Arkansas/04/2015	1/25/2015	Human	USA
NB	Glycoprotein NB	KX612222	B/Arkansas/04/2016	2/19/2016	Human	USA
NA	Neuraminidase	KX612222	B/Arkansas/04/2016	2/19/2016	Human	USA
PA	polymerase PA	CY222348	B/Arkansas/04/2017	2/14/2017	Human	USA
NA	neuraminidase	CY222351	B/Arkansas/04/2017	2/14/2017	Human	USA
NA	Neuraminidase	KX612238	B/Arkansas/05/2016	2/23/2016	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KX612225	B/Arkansas/05/2016	2/23/2016	Human	USA
PB1	polymerase PB1	CY232071	B/Arkansas/05/2017	3/3/2017	Human	USA
M1	matrix protein 1	CY232076	B/Arkansas/05/2017	3/3/2017	Human	USA
PA	Polymerase acidic protein	KX002394	B/Arkansas/07/2015	3/7/2015	Human	USA
HA	Hemagglutinin	KX002350	B/Arkansas/07/2015	3/7/2015	Human	USA
NB	Glycoprotein NB	KY090591	B/Arkansas/07/2015	3/7/2015	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KY090532	B/Arkansas/07/2015	3/7/2015	Human	USA
NA	Neuraminidase	KX615632	B/Arkansas/07/2016	2/29/2016	Human	USA
M1	Matrix protein 1	KX615633	B/Arkansas/07/2016	2/29/2016	Human	USA
BM2	BM2 protein	KX615633	B/Arkansas/07/2016	2/29/2016	Human	USA
NP	nucleoprotein	CY232188	B/Arkansas/07/2017	3/23/2017	Human	USA
HA	hemagglutinin	CY232187	B/Arkansas/07/2017	3/23/2017	Human	USA
PB2	polymerase PB2	CY232185	B/Arkansas/07/2017	3/23/2017	Human	USA
HA	Hemagglutinin	KX003184	B/Arkansas/08/2015	2/18/2015	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	KX002337	B/Arkansas/08/2015	2/18/2015	Human	USA
NP	Nucleoprotein	KX615639	B/Arkansas/08/2016	3/2/2016	Human	USA
NA	Neuraminidase	KX002835	B/Arkansas/09/2015	3/7/2015	Human	USA
BM2	BM2 protein	KX002601	B/Arkansas/09/2015	3/7/2015	Human	USA
